交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
104,521,G7550/1,1035,1054,宁波,余姚北
104,522,G7550/2,1060,1101,余姚北,杭州东
104,118,G7652/3,1121,1271,杭州东,合肥南
105,203,G7088,774,937,上海,芜湖
105,204,G7088/1,939,1014,芜湖,安庆
105,357,G7090,1034,1274,安庆,上海
106,198,G7355/1,646,720,杭州东,衢州
106,345,G7356,736,939,衢州,常州
106,199,G7585,966,1135,常州,余姚北
106,518,G7534/1,1307,1347,余姚北,杭州东
107,197,G7355,455,640,南京,杭州东
107,233,G7332/1,650,711,杭州东,上海虹桥
107,73,G7110,766,895,上海虹桥,南京
107,9,G7017,900,1000,南京,上海
107,11,G7022,1020,1121,上海,南京
108,194,G7572/1,599,719,杭州东,无锡
108,206,G7078/1,738,801,无锡,上海
108,207,G7092,828,991,上海,芜湖
108,182,D9518,1060,1103,芜湖,南京南
108,122,G7603,1130,1218,南京南,杭州东
109,190,G7084,512,675,上海,芜湖
109,191,G7084/1,677,752,芜湖,安庆
109,550,D5658,814,925,安庆,合肥南
109,124,G7250/47,997,1190,合肥南,上海
110,188,G7076,383,549,上海,芜湖
110,583,D9510,562,599,芜湖,南京南
110,176,D9511,620,663,南京南,芜湖
110,584,D9512,689,732,芜湖,南京南
110,109,G7229,779,902,南京南,上海
111,186,G7136,630,792,上海虹桥,芜湖
111,187,G7136/1,794,869,芜湖,安庆
111,568,D5660,937,1042,安庆,合肥南
111,162,G9404/1,1066,1236,合肥南,上海虹桥
112,179,D9515,868,905,南京南,芜湖
112,208,G7092/1,993,1068,芜湖,安庆
112,209,G7094,1128,1307,安庆,常州
112,236,G7350/2,1362,1408,常州,南京南
113,177,D9513,745,782,南京南,芜湖
113,178,D9514,805,848,芜湖,南京南
113,179,D9515,868,905,南京南,芜湖
113,338,G7288,1017,1103,芜湖,丹阳
113,247,G7588/3,1283,1324,丹阳,南京南
114,170,D5495,435,463,合肥南,六安
114,362,G7162,535,559,六安,合肥南
114,296,G1601,565,734,合肥南,上饶
114,282,G1509/1,741,795,上饶,黄山北
114,476,G7416,835,957,黄山北,合肥南
115,170,D5495,435,463,合肥南,六安
115,314,G266,490,529,六安,合肥
115,350,G7412/1,577,616,合肥,六安
115,348,G7234,749,773,六安,合肥南
115,567,D5659,807,912,合肥南,安庆
115,568,D5660,937,1042,安庆,合肥南
116,168,DJ8697,300,390,南京南,安庆
116,564,D5652,409,520,安庆,合肥南
116,216,G7378,567,747,合肥南,上海虹桥
116,217,G7378/1,771,833,上海虹桥,杭州东
116,377,G7608/1,849,947,杭州东,南京南
117,166,0G7307,348,415,南京南,溧阳
117,431,G7307,426,494,溧阳,杭州
117,432,G7307/1,514,583,杭州,上海虹桥
117,141,G7180,615,698,上海虹桥,南京南
118,165,0D5645,342,413,南京南,马鞍山东
118,406,D5646,430,448,马鞍山东,南京南
118,246,G7587,468,654,南京南,杭州东
118,378,G7369,659,788,杭州东,丽水
118,449,G7380,799,811,丽水,缙云西
